Input,Output
abhchanneñets pokté' bamá hañe't a'cethen atthoch nare'tatsetep cheshonesha' lañe't xhore'te atthoch apxha cheshanesa' ha'metheney ro' apxha'yesa cheshamnesha' atthoch yenmoet pañmo'ts,abhchanneñets pokte' amá añe't a'methen atthoch nare'tatseten cheshanesha' añe't xhore'ten atthoch apxha cheshanesha' a'metheney o'ch apxha'yesa cheshanesha' atthoch yenpoet pamo'ts
abhchanneñets ke'tsotsa seso'cher pa'pllerrmo ñomñe' xa se'sechapeñ yexhoteñets yénapre'ten marmetsoxhno ya'mroñ photwa' atma'ntátareth allo'thpa' to' neserrpare't,abhchanneñets se'tsotsa seso'cheñ pa'phllerrmo somñe' all se'sechateñ yexhateñets yénare'ten narmetsoxhno ya'mro phokwa' atma'ntátareth allothpa' o'ch yeserrpare't
abhchanneñets se'tsomtsa sesohcheñ pa'phllarrmo shomñe' é se'sechameñ ëexhateñets yónare'ten narjetsoxhno ya'kro phokwo' atma'ntátareth allothpaw ro' yeserrparre't,abhchanneñets se'tsotsa seso'cheñ pa'phllerrmo somñe' all se'sechateñ yexhateñets yénare'ten narmetsoxhno ya'mro phokwa' atma'ntátareth allothpa' o'ch yeserrpare't
abhchanneñets se'tsontsa teso'cheñ pa'xhllerrmo solñe' ña se'shechateñ yexha'eñets yéñare'ten narmetsophno sa'mro phokwat atma'ntátareth allo'thpa' e' geserrpare't,abhchanneñets se'tsotsa seso'cheñ pa'phllerrmo somñe' all se'sechateñ yexhateñets yénare'ten narmetsoxhno ya'mro phokwa' atma'ntátareth allothpa' o'ch yeserrpare't
abhchanneñets ke'tsotsa seso'choñ ka'phllerrmo tomñe' ca se'sechareñ yexhapteñets yémnare'ten narmetsoxhnos ta'mro phokwas atma'ntátareth jallothpa' ho' yemerrpare't,abhchanneñets se'tsotsa seso'cheñ pa'phllerrmo somñe' all se'sechateñ yexhateñets yénare'ten narmetsoxhno ya'mro phokwa' atma'ntátareth allothpa' o'ch yeserrpare't
abhchanneñets se'tsota ceso'cheñ pa'phllorrmo some' ka re'sechateñ yexhaxeñets yénare'teñ jarmetsoxhno ya'pro photwa' atma'ntátareth sallothpa' ño' leserrpare't,abhchanneñets se'tsotsa seso'cheñ pa'phllerrmo somñe' all se'sechateñ yexhateñets yénare'ten narmetsoxhno ya'mro phokwa' atma'ntátareth allothpa' o'ch yeserrpare't
abhchateñetspa' échenar kanxharr potakel,abhchateñetspa' échenan kanxherr potaker
abhchateñetspa' kéchenan kantherr potaken,abhchateñetspa' échenan kanxherr potaker
abhchateñetspa' échekan kancherr potamer,abhchateñetspa' échenan kanxherr potaker
abhchateñetspa' óchenan kanxhorr gotaker,abhchateñetspa' échenan kanxherr potaker
abhchateñetspa' échenen kayxherr wotaker,abhchateñetspa' échenan kanxherr potaker
abrell ëemenk errpona't yesh éthen sárrorr abrell,abrell temenk errpona't yeth échen árrorr abrell
abrell tsemenk errpona't yet échan nárrorr abrell,abrell temenk errpona't yeth échen árrorr abrell
abrell texmenk errpona't leth échek árrerr abrell,abrell temenk errpona't yeth échen árrorr abrell
abrell temen errpona't neth échey árrarr abrell,abrell temenk errpona't yeth échen árrorr abrell
abrell tamenk errpona't neth éshen árror abrell,abrell temenk errpona't yeth échen árrorr abrell
ma rakrenan pa'hamen poper ñetcha' sare't pamros epoen pakñeter mekoll ñabha posét bernatta,ach akrenan pa'namen popoer ñethcha' nare't pamro epoet pakñether mekell ñamha poséñ bernata
ra akrena' pa'nakmen pepoer ñethchak nañre't pamtro yepoet pa'kñether merkell bamha posañ bernaté,ach akrenan pa'namen popoer ñethcha' nare't pamro epoet pakñether mekell ñamha poséñ bernata
ya takrenan pa'nacmen pokpoer ñenthcha' narre't 'amro epoeth pakñexher mepell mamha joséñ bertata,ach akrenan pa'namen popoer ñethcha' nare't pamro epoet pakñether mekell ñamha poséñ bernata
na akre'nan pa'pamen popoem ñethcha'k narre't papro epo't pakñethen mebell ñasha posép bernatap,ach akrenan pa'namen popoer ñethcha' nare't pamro epoet pakñether mekell ñamha poséñ bernata
ya akretnan pa'nasen popoeñ ñechcha' nare' samro jepoet pakñemther meyell ñaymha posén bernata',ach akrenan pa'namen popoer ñethcha' nare't pamro epoet pakñether mekell ñamha poséñ bernata
wa akrenank ropoer ñethcha nare'm,ach akrenan popoer ñethcha' nare't
o akenan lopoer ñeñthcha' naret,ach akrenan popoer ñethcha' nare't
ma akrénan popoet rethcha' narent,ach akrenan popoer ñethcha' nare't
ka makrenan topoer ñethcha'ñ nare',ach akrenan popoer ñethcha' nare't
ra akreyan wopoer ñeñthcha' napre't,ach akrenan popoer ñethcha' nare't
achallá moeynen atthoña wasostet kolen rromo't shotte axhono' berrotcanmaso,achallo moenen atthoña wasotet kowen rromoet shonte axhono berrotpanmaso
athallo moene' atthoña wapotet koswen rroñmoet sonte axhoné berrotpanmalo,achallo moenen atthoña wasotet kowen rromoet shonte axhono berrotpanmaso
achállo moenes atthoña wasótet nowen rromoer shónte axhona derrotpanmaso,achallo moenen atthoña wasotet kowen rromoet shonte axhono berrotpanmaso
rachallo moepen atthoña watotet kowan rromoey shorte íaxhono berrotyanmaso,achallo moenen atthoña wasotet kowen rromoet shonte axhono berrotpanmaso
achallok moemen atthoña gasotet kowe rromot shente axhonot berro'panmaso,achallo moenen atthoña wasotet kowen rromoet shonte axhono berrotpanmaso
achallok mo' nehserrpare't paherr serrparña'ts leth sochatsa achallok,achallo o'ch neserrpare't patherr serrparñats ñeth sochetsa achallo
akhallo go' neserrbare't paterr herrparñats yeth sochemtsa achallos,achallo o'ch neserrpare't patherr serrparñats ñeth sochetsa achallo
achallos wo' neyerrpare't patharr serrcarñats ñech sophetsa achayllo,achallo o'ch neserrpare't patherr serrparñats ñeth sochetsa achallo
sachallo wo' neserrpare'th pasherr berrparñats ñoth sachetsa achalló,achallo o'ch neserrpare't patherr serrparñats ñeth sochetsa achallo
athallo jo' seserrpare't paxherr serrparlats ñoth sochétsa hachallo,achallo o'ch neserrpare't patherr serrparñats ñeth sochetsa achallo
sa allóth co ajo ñemotenana amonerr,ach alloth och awo emotenana pamonerr
wa jalloth ó ewo ecotenana pamopnerr,ach alloth och awo emotenana pamonerr
'a nalloth e wawo enotenana pamoherr,ach alloth och awo emotenana pamonerr
xa kalloth ho ñawo emo'tenana pamowerr,ach alloth och awo emotenana pamonerr
a' walloth mo nawo emotenanay wamonerr,ach alloth och awo emotenana pamonerr
achamalor depoesha' nanano'ch yogenana ho' a'shóran shoñkeñ ñapa's cho'ch kowapho'tyenan pachamach ga xhon achoma' ballempoñapa' apo'ch awo'chxho' asa'moen jo' a'shoreñe aenanoch poshas akarr allach besha'tenan shoñper awoch mhap allpa' jawo'chxho e'nyesan tsamh ñéch e'ñeñ alláme'tets copoets áchama'cho sallothpa' awo'xhon ma'tap jawo'ch mhap enopal apo'chxho a'koman thach atthoch ye'ñe épchota allathpa' awo'thxho amápan pamoresh ñachamach poetatro allempoñapak mawo'chxho wanka' themekrrorexho yéthochña cotha' atthoch sotasa tharróña cho'ch manenan pagoreph pallo'ch tamátenan achawach poetayer ka wepoesha'ñapa'r atthekmo'ch pewa ñepa' ñéthech awo'sho asenanerr poshaktoll atharr aro'xho átapweterr atthekma penar alle'poñapa' awóka kankawanman pámoreppa' aworxho mechwenaterr ñachama' sho' nacnak loshena comesare'tena awo'kam e'nmena atsnepa' cho' enkoyanman tsache'chor é xamátenan íamoreph ano'xho rrophamom ñañana' awoc yo',achamator wepoesha' nanako'ch yomenana o'ch a'shoran shoñker ñapa' xho'ch kowacho'tyenan achamach all xhen achama' allempoñapa' awo'ch awo'chxho awa'moen o'ch a'shoreña anenanoch poshak atarr alloch esha'tenan shoñker awo'ch xhap allpa' awo'chxho e'nyesan tsach ñéth e'ñe allame'tets chopoets achama'cho allothpa' awo'xho a'tap awo'ch xhap enopa' awo'chxho a'koyan tsach atthoch e'ñe épchota allothpa' awo'chxho amátan pamoreph achamach poetakro allempoñapa' awo'chxho wanke' themerrorexho ñéthochña kotha' atthoch motasa tharraña xho'ch anenan pamoreph allo'ch amátenan achamach poetaker añ wepoesha'ñapa' atthekmo'ch pena ñapa' ñéthoch awo'xho anenanerr poshaktall atarr awo'xho átapwenerr atthekma pena allempoñapa' awoka wankawanman pamoreppa' awo'xho mechwenanerr achama' xho' nanak koshena somesare'tena awo'ka e'nmena atsnepa' xho' enkoyanman tsachechor all amátenan pamoreph awo'xho rrophanom ñañapa' awo' o't
achañmator weporsha' narnako'ch yomenakna wo' a'phoran shoñcer ñaha' tho'ch koracho'tyenan lachamach ma xhe' gachama' allemkoñapa' apo'ch awo'chpho awa'poen a' a'shotreña sanenanoch poshap akarr malloch ñesha'tenan shoñmer ewo'ch xhas allpa' awo'chxhé e'nyesan sach téth e'de hallame'tets chepoets ñachama'cho allothpat awo'sho a'tab hawo'ch xha'p jenopa' a'wo'chxho a'kosan sach atthoch e'ñeh épchota a'llothpa' awo'chxhé íamátan pamoereph achaméch poetákro allemnoñapa' awo'chxho' wénke' themerrokrexho ñéxhochña koktha' atthoch motasat tarraña xhoch asenan pamoresh allo'mh amástenan bachamach poetayker ca wepoesha'mapa' atthekmo'ch peía ñatpa' ñénthoch awo'xhe anenacnerr proshaktall hatarr awo'tho átapwener atthekma rena ollempoñapa' awaka wankawanmon pamoreppas awonxho mechwenaterr achaman xhok natak kosheno somesakre'tena xawo'ka e'nmena atsnepa' pho' enkoyanman tsachechon ña amátenañ patmoreph awo'xhá prophanom bañapa' gawo' to',achamator wepoesha' nanako'ch yomenana o'ch a'shoran shoñker ñapa' xho'ch kowacho'tyenan achamach all xhen achama' allempoñapa' awo'ch awo'chxho awa'moen o'ch a'shoreña anenanoch poshak atarr alloch esha'tenan shoñker awo'ch xhap allpa' awo'chxho e'nyesan tsach ñéth e'ñe allame'tets chopoets achama'cho allothpa' awo'xho a'tap awo'ch xhap enopa' awo'chxho a'koyan tsach atthoch e'ñe épchota allothpa' awo'chxho amátan pamoreph achamach poetakro allempoñapa' awo'chxho wanke' themerrorexho ñéthochña kotha' atthoch motasa tharraña xho'ch anenan pamoreph allo'ch amátenan achamach poetaker añ wepoesha'ñapa' atthekmo'ch pena ñapa' ñéthoch awo'xho anenanerr poshaktall atarr awo'xho átapwenerr atthekma pena allempoñapa' awoka wankawanman pamoreppa' awo'xho mechwenanerr achama' xho' nanak koshena somesare'tena awo'ka e'nmena atsnepa' xho' enkoyanman tsachechor all amátenan pamoreph awo'xho rrophanom ñañapa' awo' o't
achamatos wepopsha' nanaño'ch yomeana e' ashoran shoñket papa' tho'ch kowacho'tyenar machamach ka xheñ hachama' allampoñapa' mawo'ch mawo'chxho awa'mon po' a'shoreñe anenaknoch posha'k átarr halloch esha'tenon shoñter awo'th xháp allpa' nawo'chxho e'nyesan tsath ñéts e'e allanme'tets chopoet achama'ncho allotha' año'xho na'tap ako'ch shap ekopa' awo'chxho' a'noyan tsa'ch atthoch e'ñeñ épchota allothpak awo'chxhot amátay pawmoreph amhamach poetarro allempañapa' awo'chxhok wankre' shemerrorexho ñéthochño otha' atthoch mátasa kharraña xhoch alenan paloreph alloch samátenan ashamach poxtaker na wepoesha'ñapá' atthekmo'ch pea apa' ñéxhoch ako'xho anetnanerr goshaktall awarr awo'xhop átapweynerr atthekma pewa rallempoñapa' awokat wankasanman pamorepa' awo'xhom mechwónanerr aphama' pho' nénak kophena somesore'tena ao'ka e'nmena atsnepa' xhon enkoyanman tsamhechor sa amátewan pammoreph aworxho rrotphanom ñatñapa' ayo' o,achamator wepoesha' nanako'ch yomenana o'ch a'shoran shoñker ñapa' xho'ch kowacho'tyenan achamach all xhen achama' allempoñapa' awo'ch awo'chxho awa'moen o'ch a'shoreña anenanoch poshak atarr alloch esha'tenan shoñker awo'ch xhap allpa' awo'chxho e'nyesan tsach ñéth e'ñe allame'tets chopoets achama'cho allothpa' awo'xho a'tap awo'ch xhap enopa' awo'chxho a'koyan tsach atthoch e'ñe épchota allothpa' awo'chxho amátan pamoreph achamach poetakro allempoñapa' awo'chxho wanke' themerrorexho ñéthochña kotha' atthoch motasa tharraña xho'ch anenan pamoreph allo'ch amátenan achamach poetaker añ wepoesha'ñapa' atthekmo'ch pena ñapa' ñéthoch awo'xho anenanerr poshaktall atarr awo'xho átapwenerr atthekma pena allempoñapa' awoka wankawanman pamoreppa' awo'xho mechwenanerr achama' xho' nanak koshena somesare'tena awo'ka e'nmena atsnepa' xho' enkoyanman tsachechor all amátenan pamoreph awo'xho rrophanom ñañapa' awo' o't
achamajor gepoesha' nanapo'ch yomenaa to' a'shopan shoñyer ñapak pho'ch kéwacho'tyenan aphamach na xhek íachama' allempoñape' año'ch ówo'chxho 'awa'moen go' pa'shoreña kanenanoch noshak atharr balloch osha'tenan shoñser ówo'ch xhóp allpa' mawo'chxho e'nyesan tsamh téth e'ñe' allakme'tets choñpoets wachama'cho allothña' awo'xhá o'tap jawo'ch xháp enopa'r awo'chxhá ka'koyan tsaph atthoch e'pe épchota allothta' awo'chmho atátan gamoreph rachamach pretakro allempoñaspa' rawo'chxho nanke' themerrorekho héthochña notha' atthoch motahsa tha'rraña cho'ch ayenan íamoreph nallo'ch a'mátenan achamách poekaker ra wepoesha'ñapa'r atthekmo'ch peñna ñapap héthoch awoxho canenanerr peshaktall anarr bawo'xho ámapwenerr atthekma 'ena allemhpoñapa' añoka sankawanman pamorepna' xawo'xho mechweyanerr achamañ xho nanap koshenó somesare'yena awo''a e'nmena atsnepa' pho' enkoyanman tsachechar ga hamátenan pabmoreph yawo'xho rrophanot ñalapa' íawo' o,achamator wepoesha' nanako'ch yomenana o'ch a'shoran shoñker ñapa' xho'ch kowacho'tyenan achamach all xhen achama' allempoñapa' awo'ch awo'chxho awa'moen o'ch a'shoreña anenanoch poshak atarr alloch esha'tenan shoñker awo'ch xhap allpa' awo'chxho e'nyesan tsach ñéth e'ñe allame'tets chopoets achama'cho allothpa' awo'xho a'tap awo'ch xhap enopa' awo'chxho a'koyan tsach atthoch e'ñe épchota allothpa' awo'chxho amátan pamoreph achamach poetakro allempoñapa' awo'chxho wanke' themerrorexho ñéthochña kotha' atthoch motasa tharraña xho'ch anenan pamoreph allo'ch amátenan achamach poetaker añ wepoesha'ñapa' atthekmo'ch pena ñapa' ñéthoch awo'xho anenanerr poshaktall atarr awo'xho átapwenerr atthekma pena allempoñapa' awoka wankawanman pamoreppa' awo'xho mechwenanerr achama' xho' nanak koshena somesare'tena awo'ka e'nmena atsnepa' xho' enkoyanman tsachechor all amátenan pamoreph awo'xho rrophanom ñañapa' awo' o't
rachamator depoesha' naíako'ch yomebana ro' ka'shoran shoñkep ñampa' pho'ch rowacho'tyenan a'chamach ja then achama't allempoñapap aro'ch mawo'chxho awa'mon jo' a'shorewa kanenanoch poshok anarr álloch esha'rtenan shoññer ato'ch mhap allpa' awo'chxha e'nyesan tach néth e'je allame'bets choñpoets achana'cho gallothpa' ajo'xho a'tab awo'th xhat penopa' awo'chxhá ha'koyan tsách atthoch ne'ñe épchota íallothpa' wawo'chxho amétan pamokeph 'achamach poetakré óllempoñapa' ayo'chxho wane' themerrorexhoñ ñéthochñe kothó' atthoch motasam tharrala cho'ch aenan pamoraph alloch amátenay acharmach poebaker ca wepoesha'ñapa'ñ atthekmo'ch pewa ñaña' léthoch awa'xho anebanerr poshakta'll batarr jawo'xho átamwenerr atthekma pewa allempoñaya' awokag cankawanman pamorepa' awo'tho mechwenamerr akhama' xho'k nannak koshewa somesare'tenar kawo'ka e'nmena atsnepa' mho' enkoyanman tsatchechor ca samátenan pamokeph ano'xho rrothanom ñañápa' lawo' mo',achamator wepoesha' nanako'ch yomenana o'ch a'shoran shoñker ñapa' xho'ch kowacho'tyenan achamach all xhen achama' allempoñapa' awo'ch awo'chxho awa'moen o'ch a'shoreña anenanoch poshak atarr alloch esha'tenan shoñker awo'ch xhap allpa' awo'chxho e'nyesan tsach ñéth e'ñe allame'tets chopoets achama'cho allothpa' awo'xho a'tap awo'ch xhap enopa' awo'chxho a'koyan tsach atthoch e'ñe épchota allothpa' awo'chxho amátan pamoreph achamach poetakro allempoñapa' awo'chxho wanke' themerrorexho ñéthochña kotha' atthoch motasa tharraña xho'ch anenan pamoreph allo'ch amátenan achamach poetaker añ wepoesha'ñapa' atthekmo'ch pena ñapa' ñéthoch awo'xho anenanerr poshaktall atarr awo'xho átapwenerr atthekma pena allempoñapa' awoka wankawanman pamoreppa' awo'xho mechwenanerr achama' xho' nanak koshena somesare'tena awo'ka e'nmena atsnepa' xho' enkoyanman tsachechor all amátenan pamoreph awo'xho rrophanom ñañapa' awo' o't
achankëllñapa' atthoch morechená echpesme'lletall nexhasrenapña kapoe'nosme'lletall nexhatrenapña,achankëllñapa' atthoch morrechená echpesme'lletall nexharenapña kapoe'nosme'lletall nexharenapña
achankëllñapa' atthoch morrechaná echpesme'lletall nexhalenapña kapoe'nosme'lletall nexharenepña,achankëllñapa' atthoch morrechená echpesme'lletall nexharenapña kapoe'nosme'lletall nexharenapña
achankëllñapa' atthoch motrechená echpesme'lletall nexharenatña kapoe'nosme'lletall nexharenayña,achankëllñapa' atthoch morrechená echpesme'lletall nexharenapña kapoe'nosme'lletall nexharenapña
achankëllñapa' atthoch morrechekná echpesme'lletall sexharenapña kapoe'nosme'lletall nexhajenapña,achankëllñapa' atthoch morrechená echpesme'lletall nexharenapña kapoe'nosme'lletall nexharenapña
achankëllñapa' atthoch morráchená echpesme'lletall nexharenapñan kapoe'nosme'lletall nexharenaphña,achankëllñapa' atthoch morrechená echpesme'lletall nexharenapña kapoe'nosme'lletall nexharenapña
achankëllñapa' ao' leñótan mho ro'páteña ma'yarnesha' ato'ch rreñeta'pal ñagapa' awe' chorrapna pa'trrem kapoe'no xhepa'to'ch atsrre'matan ma'yarrnepha' cawo'xho' atet,achankëllñapa' awo' eñótan xho o'páteña ma'yarrnesha' awo'ch rreñeta'pa' ñañapa' awo' chorrana pa'rrem kapoe'no xhepa'toch atsrre'matan ma'yarrnesha' awo'xho' otet
achankëllñapa' lawo' eñátan xhé o'pátteña ma'narrnesha' ayo'ch rrenñeta'pa' ña'ñapa' ao' chorranna pa'rre' kapoe'no xhopa'toch atsrre'matan ma'yarrnésha' awocxho' otát,achankëllñapa' awo' eñótan xho o'páteña ma'yarrnesha' awo'ch rreñeta'pa' ñañapa' awo' chorrana pa'rrem kapoe'no xhepa'toch atsrre'matan ma'yarrnesha' awo'xho' otet
achankëllñapa' rawo' eñóstan xhé o'pátexa ma'yarrnebha' cawo'ch rreñeta'pa'' ñañapo' 'awo' chorana pe'rrem kapoe'no xhenpa'toch atsrre'matan ma'yarrnesham awo'mho' oket,achankëllñapa' awo' eñótan xho o'páteña ma'yarrnesha' awo'ch rreñeta'pa' ñañapa' awo' chorrana pa'rrem kapoe'no xhepa'toch atsrre'matan ma'yarrnesha' awo'xho' otet
achankëllñapa' ayo' áñótan xhok o'pháteña ma'yarnesha' íawo'ch rreñetañpa' ñañapar apo' chorróna pha'rrem kapoe'no xhepa'thoch atsrre'matan ma'yarrnersha' awosxho' ote,achankëllñapa' awo' eñótan xho o'páteña ma'yarrnesha' awo'ch rreñeta'pa' ñañapa' awo' chorrana pa'rrem kapoe'no xhepa'toch atsrre'matan ma'yarrnesha' awo'xho' otet
achankëllñapa' ano' añótan xhó o'pátexa ma'narrnesha' wawo'ch rreñeta'pay ñañatpa' yawo' chorrañna ra'rrem kapoe'no xhopa'toch atsrre'matan ya'yarrnesha' awo'xho't rotet,achankëllñapa' awo' eñótan xho o'páteña ma'yarrnesha' awo'ch rreñeta'pa' ñañapa' awo' chorrana pa'rrem kapoe'no xhepa'toch atsrre'matan ma'yarrnesha' awo'xho' otet
achankëllñapa' ao' entanna'tet épret kapoe'no,achankëllñapa' awo' entanna'tet époet kapoe'no
achankëllñapa' owo' entanna'tet époets kapoe'no,achankëllñapa' awo' entanna'tet époet kapoe'no
achankëllñapa' nawo' entanna'tet époeth kapoe'no,achankëllñapa' awo' entanna'tet époet kapoe'no
achankëllñapa' bawo' entanna'tet wépoet kapoe'no,achankëllñapa' awo' entanna'tet époet kapoe'no
achankëllñapa' awo't entanna'tet bépoet kapoe'no,achankëllñapa' awo' entanna'tet époet kapoe'no
achankëllpa' axetholla xhakmo'ch mokrechena,achankëllpa' añetholla xhokmo'ch morrechena
achankëllpa' eñetholla xhopmo'ch motrrechena,achankëllpa' añetholla xhokmo'ch morrechena
achankëllpa' añethollam xhokno'ch orrechena,achankëllpa' añetholla xhokmo'ch morrechena
