Input,Output
abhchanneñets pokte' smá añe't a'mfthen agtthoch nare'tatsetren cheshanedha' añe't xhode'ten attoch apxhs cheshsnesha' a'metheney o'ch apxha'yesz cheshanesha' atthoch yenpoet ñamo'ts,abhchanneñets pokte' amá añe't a'methen atthoch nare'tatseten cheshanesha' añe't xhore'ten atthoch apxha cheshanesha' a'metheney o'ch apxha'yesa cheshanesha' atthoch yenpoet pamo'ts
abhchanneñets pokte' amá añe't a'methehn atthoch narse'tatseten cheshanesa' añe' xhore'ten atthoch apxha ceshanesha' a'mehheney o'ch apxha'yesa cheshabesha' tthoch yenpoet pamo't,abhchanneñets pokte' amá añe't a'methen atthoch nare'tatseten cheshanesha' añe't xhore'ten atthoch apxha cheshanesha' a'metheney o'ch apxha'yesa cheshanesha' atthoch yenpoet pamo'ts
abhchanneñets pokte' amá añf't a'methen athoch nare'tatsetwen cheshanesha' añf't xgore'ten atthovh pxha cheshaneqha' a'metheney o'ch apxha'yesa cheshaneha' stthoch yenpoet amo'ts,abhchanneñets pokte' amá añe't a'methen atthoch nare'tatseten cheshanesha' añe't xhore'ten atthoch apxha cheshanesha' a'metheney o'ch apxha'yesa cheshanesha' atthoch yenpoet pamo'ts
abhchanneñets pokte' má zñe't a'methen qatthoch nare'tatseten vcheshanesha' añe't xhoree'ten atthoch apxha cheshanesha' a'metheney o'ch apxha'yesa cheshanesha' athoch yenpoe pamo'ts,abhchanneñets pokte' amá añe't a'methen atthoch nare'tatseten cheshanesha' añe't xhore'ten atthoch apxha cheshanesha' a'metheney o'ch apxha'yesa cheshanesha' atthoch yenpoet pamo'ts
abhchanneñets se'totsa seso'cheñ pa'phlledrrmo somñe' all se'sechateñ yexhateñets yénare'tn nrmetsoxhno ya'mro phkwa' atma'ntátareth allothpa' o'ch yeserrpare't,abhchanneñets se'tsotsa seso'cheñ pa'phllerrmo somñe' all se'sechateñ yexhateñets yénare'ten narmetsoxhno ya'mro phokwa' atma'ntátareth allothpa' o'ch yeserrpare't
abhchanneñrets se'twotsa sesio'cheñ lpa'phllerrmo somñe' all se'sechateñ yehateñets yénare'ten narmetsoxhno ya'ro phokwa' atma'ntátareth allothpa' 'ch yeserrpare't,abhchanneñets se'tsotsa seso'cheñ pa'phllerrmo somñe' all se'sechateñ yexhateñets yénare'ten narmetsoxhno ya'mro phokwa' atma'ntátareth allothpa' o'ch yeserrpare't
agbhchanneñets se'tsotda seso'cheñ pa'phllerrmo somñe' all se'sechateñ yexhateets yénare'ten narmetsoxhno ya'mro phokww' atma'ntátareth allothpa' o'ch yeserrpare't,abhchanneñets se'tsotsa seso'cheñ pa'phllerrmo somñe' all se'sechateñ yexhateñets yénare'ten narmetsoxhno ya'mro phokwa' atma'ntátareth allothpa' o'ch yeserrpare't
abhchanneñets se'tsotsa seso'heñ pa'phllermo somñe' all se'qsechateñ yexhateñts yénare'ten narmetsoxhno ya'mrpo phokwa' atma'ntátareth allohpa' o'ch ueserrpare't,abhchanneñets se'tsotsa seso'cheñ pa'phllerrmo somñe' all se'sechateñ yexhateñets yénare'ten narmetsoxhno ya'mro phokwa' atma'ntátareth allothpa' o'ch yeserrpare't
ahchanneñets se'tsotsa seso'chheñ pa'phllerrmo somñd' all sf'sechateñ yexhatepets yénare'ten narmetsoxhno ya'mro phokwa' atma'ntátareth allothpa' ño'ch yeserrñare't,abhchanneñets se'tsotsa seso'cheñ pa'phllerrmo somñe' all se'sechateñ yexhateñets yénare'ten narmetsoxhno ya'mro phokwa' atma'ntátareth allothpa' o'ch yeserrpare't
ahchateñetspa' échenan kanxherr potaker,abhchateñetspa' échenan kanxherr potaker
abhchateñetspa' éhenan kancherr ptaker,abhchateñetspa' échenan kanxherr potaker
abhchateletspa' échenan kanxherr poaker,abhchateñetspa' échenan kanxherr potaker
abhchateñetsa' échenan kanxherr potaier,abhchateñetspa' échenan kanxherr potaker
abhchateñetspa' échenn kanxherr potaker,abhchateñetspa' échenan kanxherr potaker
abell temenk errñona't yeth échen árrodr abrll,abrell temenk errpona't yeth échen árrorr abrell
abdell temenk rrpona't yeth échen árorr abrell,abrell temenk errpona't yeth échen árrorr abrell
abrelll temenk errpobna't yweth échen árrogr ahrell,abrell temenk errpona't yeth échen árrorr abrell
abrell temenk ergrpona't yeyth écheb árrorr brell,abrell temenk errpona't yeth échen árrorr abrell
arell temen errpona't yeth éhen árorr anrell,abrell temenk errpona't yeth échen árrorr abrell
adch akrenan pa'namen popñer ñethcha' nare't pamro epoet pakñether mekell ñamhxa poséñ bernatwa,ach akrenan pa'namen popoer ñethcha' nare't pamro epoet pakñether mekell ñamha poséñ bernata
ach akrenan p'namen popoer ñethcha' nar't pamro epoet paoñether mekell ñamha ñoséñ bernata,ach akrenan pa'namen popoer ñethcha' nare't pamro epoet pakñether mekell ñamha poséñ bernata
ach akrenan pa'naamen popoer ñethcha' nar't pamro epet pakñsether mekrell ñsamha poséñ bernata,ach akrenan pa'namen popoer ñethcha' nare't pamro epoet pakñether mekell ñamha poséñ bernata
ach aakrenan pa'name popler ñethcha' nare't pamro epoet pakñether mejkell ñamyha ñposéñ bermata,ach akrenan pa'namen popoer ñethcha' nare't pamro epoet pakñether mekell ñamha poséñ bernata
ach akrena pa'namen popofr ñethcha' nare'h amro poet pakñether ekell ñamha poséñ bernata,ach akrenan pa'namen popoer ñethcha' nare't pamro epoet pakñether mekell ñamha poséñ bernata
ah akrenan poposr ñethcha' are't,ach akrenan popoer ñethcha' nare't
ach akrenan popoer ñethcha' nare't,ach akrenan popoer ñethcha' nare't
ach akrenan popofer ñethcuha' nare't,ach akrenan popoer ñethcha' nare't
ah akrenxan poper ñrethcha' are't,ach akrenan popoer ñethcha' nare't
acbh akrenan popoer ñeyhcha' nage't,ach akrenan popoer ñethcha' nare't
achzallo moenen athoña wawsotet kowen rromofet sjonte axhono berrrotpanmaso,achallo moenen atthoña wasotet kowen rromoet shonte axhono berrotpanmaso
achllo mienen atthoña dwasotet kodwen romoet shobte axhono bwrrotpanmaso,achallo moenen atthoña wasotet kowen rromoet shonte axhono berrotpanmaso
achall moenen attnoña asotet kosen romoet shojnte adxhono berrotpanaso,achallo moenen atthoña wasotet kowen rromoet shonte axhono berrotpanmaso
achallo moenen atthoña wasotdt koden rtomoet shonte axhono berrotpanmaso,achallo moenen atthoña wasotet kowen rromoet shonte axhono berrotpanmaso
acuallo moenen afthoña wasote kowen rromoet shote axhono berrotpanmaso,achallo moenen atthoña wasotet kowen rromoet shonte axhono berrotpanmaso
achallo o'ch neserrpare't patherr serrparñats ñeth sodchetsa achallo,achallo o'ch neserrpare't patherr serrparñats ñeth sochetsa achallo
challo o'ch neserrpare't patherr serrparñats ñetyh sochesa achallo,achallo o'ch neserrpare't patherr serrparñats ñeth sochetsa achallo
acghallo o'cnh neserrpare't patherr serrparñats ñeth sochetsa achallo,achallo o'ch neserrpare't patherr serrparñats ñeth sochetsa achallo
achalllo o'ch neserrpare't patherr serrarñats ñeth spchetsa achallo,achallo o'ch neserrpare't patherr serrparñats ñeth sochetsa achallo
achallo o'c neserrpare'rt paherr serrparñats peth sochetsa achallño,achallo o'ch neserrpare't patherr serrparñats ñeth sochetsa achallo
acbh alloth och aw emotenans pamonerr,ach alloth och awo emotenana pamonerr
acch aolloth och sawo enotenana pamnerr,ach alloth och awo emotenana pamonerr
ah alloth och awo eotenana pamonerr,ach alloth och awo emotenana pamonerr
ach allot och wo emotenana pamonerr,ach alloth och awo emotenana pamonerr
ac allofh lch awo emotenanxa pamonerr,ach alloth och awo emotenana pamonerr
achamator wepoesha' nanako'ch yomenaa ko'ch a'shoran shoñer ñapa' ho'ch kowacho'tyenan achamach xall xhen achama' allempoñapa' awo'ch awo'chxho awa'moen o'c a'shorepa anenanoc pooshak atarr xlloch esha'tenan shoñker awo'ch xap allpa' awo'fchxho e'nyesan tsach ñéth ee'ñe allame'tegts chopoets achma'cho allothpa' awo'xho a'tap aewo'ch xhap enopa' awo'chxho a'koyan tswach atthoch e'ñe épchotsa allotthpa' awo'chxho amátan pamoreph achamach poetakro allempoñapa' awo'chxho waanke' themerrorexho ñéthochña kotha' atthoc motasa tharrañsa xho'ch aneman pamoreh alll'ch amátennan achamach poetaker aañ wepoesha'ñapa' atthekmo'ch pema ñapa' éthoch awo'xh anenanerr poshakhtall atarer awo'xho átalwenerr atthekma pena alempoñapa' awka wankawanman pamoreppa' awo'xxho mehwenanerr achama' xuo' naak koshena soomesare'tena awo'la e'nmena atsnepa' xjo' enkoyanman txachechor all qamátenan pamorepy awko'xho rrophanom ñañapa' awo' o't,achamator wepoesha' nanako'ch yomenana o'ch a'shoran shoñker ñapa' xho'ch kowacho'tyenan achamach all xhen achama' allempoñapa' awo'ch awo'chxho awa'moen o'ch a'shoreña anenanoch poshak atarr alloch esha'tenan shoñker awo'ch xhap allpa' awo'chxho e'nyesan tsach ñéth e'ñe allame'tets chopoets achama'cho allothpa' awo'xho a'tap awo'ch xhap enopa' awo'chxho a'koyan tsach atthoch e'ñe épchota allothpa' awo'chxho amátan pamoreph achamach poetakro allempoñapa' awo'chxho wanke' themerrorexho ñéthochña kotha' atthoch motasa tharraña xho'ch anenan pamoreph allo'ch amátenan achamach poetaker añ wepoesha'ñapa' atthekmo'ch pena ñapa' ñéthoch awo'xho anenanerr poshaktall atarr awo'xho átapwenerr atthekma pena allempoñapa' awoka wankawanman pamoreppa' awo'xho mechwenanerr achama' xho' nanak koshena somesare'tena awo'ka e'nmena atsnepa' xho' enkoyanman tsachechor all amátenan pamoreph awo'xho rrophanom ñañapa' awo' o't
chamator wepoesha' nanako'ch yomenana o'ch 'shoran shoñker ñzapa' xho'ch kowacho'tyenan ahamach all xhen achama' allempoñxpa' awo'ch awo'chxho awa'oen p'ch a'shoreña anenanoch poshai atxrr slloch esha'tenan shoñker awo'xch xhap allpa' awo'chxho e'nyesan tsach ñéth 'ñe allame'tets chopoets achama'vho allothpa' awo'dho z'tap awo'ch xhañ enopa' ado'chxho a'koyan tsah athoch e'ññe épchota allothpa' awo'chxho amátan paoreph achamach poetakro allemppoñapa' awo'chxho wake' themerrorexho ñéthohña kotha' atthoch mñtasa tharraña xho'ch anenan pamoreph allo'ch amátenan achamacch poeetaker añ wepoesha'ñapa' atthejkmo'ch pena ñapa' ñéthoch awo'xho anenanerr pshaktall aarr awo'xhñ átappwenerr atthekma pena alempoñapa' awoka wankawanman pamorelppa' awo'xho mechwenanerr achaa' xho' nqnak kosena somesar'tena awi'ka e'nmenaa atsnepa' xh' enkoyankman tsavhechor ll amátenan pamoreph awo'xho rrophanom ñañapa' awo' o't,achamator wepoesha' nanako'ch yomenana o'ch a'shoran shoñker ñapa' xho'ch kowacho'tyenan achamach all xhen achama' allempoñapa' awo'ch awo'chxho awa'moen o'ch a'shoreña anenanoch poshak atarr alloch esha'tenan shoñker awo'ch xhap allpa' awo'chxho e'nyesan tsach ñéth e'ñe allame'tets chopoets achama'cho allothpa' awo'xho a'tap awo'ch xhap enopa' awo'chxho a'koyan tsach atthoch e'ñe épchota allothpa' awo'chxho amátan pamoreph achamach poetakro allempoñapa' awo'chxho wanke' themerrorexho ñéthochña kotha' atthoch motasa tharraña xho'ch anenan pamoreph allo'ch amátenan achamach poetaker añ wepoesha'ñapa' atthekmo'ch pena ñapa' ñéthoch awo'xho anenanerr poshaktall atarr awo'xho átapwenerr atthekma pena allempoñapa' awoka wankawanman pamoreppa' awo'xho mechwenanerr achama' xho' nanak koshena somesare'tena awo'ka e'nmena atsnepa' xho' enkoyanman tsachechor all amátenan pamoreph awo'xho rrophanom ñañapa' awo' o't
achamator wepoesha' nanakñ'ch yomenana o'cb a'shoran shioñker ñapa' xo'ch kowacho'tyenan achamqach all xhn achama' allempoñapa' aqwo'ch awo'chxho awa'moen o'cjh a'shorelña anenanoxh pozhak atarr alloch wsha'tenan zhoñker wwo'ch xhxap allpa' awo'chxho e'nyesan teach ñéh e'ñe allame'tets chopoets achama'cho alothpa' awo'xho a'tsp awo'ch xhap enopa' awo'chxho a'koyan tsah atthocu e'ñe épchota allothpa' awo'chsho amátan pamoreñh achamwch potakro allempoñap' awo'cxho wanke' themerrporexho ñéthochña kkotha' attoch mmotasa thwrraña xho'ch anenan pamoreph allo'ch amáhenan achamach poetaker añ wepoesha'ñapa' atthekmo'ch pea ñapsa' ñéthoh awo'xxho anenaerr poshaktalll agarr awo'xho átapwenerr atthekma penw allempiñapa' swoka wankawanman pamoreppa' awo'xho mechwenanerr achama' xho' nanak kshena somesar'tena awo'ka 'nmena atsnepa' xho' enkoyanman tsaxhechor all amátenann paoreph adwo'xho rrrophanom ñañapa' aeo' o',achamator wepoesha' nanako'ch yomenana o'ch a'shoran shoñker ñapa' xho'ch kowacho'tyenan achamach all xhen achama' allempoñapa' awo'ch awo'chxho awa'moen o'ch a'shoreña anenanoch poshak atarr alloch esha'tenan shoñker awo'ch xhap allpa' awo'chxho e'nyesan tsach ñéth e'ñe allame'tets chopoets achama'cho allothpa' awo'xho a'tap awo'ch xhap enopa' awo'chxho a'koyan tsach atthoch e'ñe épchota allothpa' awo'chxho amátan pamoreph achamach poetakro allempoñapa' awo'chxho wanke' themerrorexho ñéthochña kotha' atthoch motasa tharraña xho'ch anenan pamoreph allo'ch amátenan achamach poetaker añ wepoesha'ñapa' atthekmo'ch pena ñapa' ñéthoch awo'xho anenanerr poshaktall atarr awo'xho átapwenerr atthekma pena allempoñapa' awoka wankawanman pamoreppa' awo'xho mechwenanerr achama' xho' nanak koshena somesare'tena awo'ka e'nmena atsnepa' xho' enkoyanman tsachechor all amátenan pamoreph awo'xho rrophanom ñañapa' awo' o't
achamator wepoesha' nanako'ch yomenabna o'ch a'shoran shoñker ñapa' xho'ch kowacho'tyenan achamach all shen achama' allempoñap' awo'ch awo'chxho awa'mon o'ch a'shoreñ anenajnoch poshak atarr alloch esha'tenan shoñker awo'ch hap qllpa' awo'chxh e'hyesan ysach ñégth 'ñe allame'teets choploets achama'cyho allothpa' awo'xho a'tal awo'ch zhap enoña' awo'chxho a'kkoyan tqach atthoch e'ñf épchota alothpa' awo'chxho amátan pamoreph achamach poetakro allekmpoñapa' awo'chxho wanke' themerrorexho ñéthocuña koyha' atthoch motasaa tharraña xho'ch aanenan pamoreph allo'ch amátenan achamach poeaker a wepoesha'ñapa' ahthekmo'ch pna ñapa' ñéthoc awo'xho anenanerr poshaktall atar awo'xho átapwenerr atthekmq pena allempoñapa' awoka wankawanman pamoreppa' awk'xho mehwenanerr achama' xho' nanak koshena somesare'tena awo'ka e'nmena atsnepa' xuo' enkoyanman tsachechor all amágenan pamoreh awo'xho rrophanom ñañapa' awñ' o't,achamator wepoesha' nanako'ch yomenana o'ch a'shoran shoñker ñapa' xho'ch kowacho'tyenan achamach all xhen achama' allempoñapa' awo'ch awo'chxho awa'moen o'ch a'shoreña anenanoch poshak atarr alloch esha'tenan shoñker awo'ch xhap allpa' awo'chxho e'nyesan tsach ñéth e'ñe allame'tets chopoets achama'cho allothpa' awo'xho a'tap awo'ch xhap enopa' awo'chxho a'koyan tsach atthoch e'ñe épchota allothpa' awo'chxho amátan pamoreph achamach poetakro allempoñapa' awo'chxho wanke' themerrorexho ñéthochña kotha' atthoch motasa tharraña xho'ch anenan pamoreph allo'ch amátenan achamach poetaker añ wepoesha'ñapa' atthekmo'ch pena ñapa' ñéthoch awo'xho anenanerr poshaktall atarr awo'xho átapwenerr atthekma pena allempoñapa' awoka wankawanman pamoreppa' awo'xho mechwenanerr achama' xho' nanak koshena somesare'tena awo'ka e'nmena atsnepa' xho' enkoyanman tsachechor all amátenan pamoreph awo'xho rrophanom ñañapa' awo' o't
achamzator wepoesha' nanako'ch yomenana o'cg a'shoran zshoñker ñapa' xo'ch kowcho'tyenan achamach all sxhen achama' allempoñapa' ao'ch awo'cuxho awa'moen o'ch a'shoreña aneanoch oshak atar allofch esha'tenan shoñke awo'cnh xhap allpa' awo'chxo e'nyesan tsach ñéth e'ñe allame'tets chopoetxs achama'cho allothpa' awo'xho a'tp xwo'ch hap enopa' awo'chxhlo a'koyan tsach atthoxch fe'ñe épchota alplothpa' awo'chxho amátan pamkreph achamach ñoetakro allempoñapa' awo'chxho wankfe' themeerorexho ñéthochña kohtha' atthoch motasa tharaña xho'ch sanenan pamoreph alo'ch amátenan achamach poetaker añ wepoesha'ñapa' athekmo'ch pena ñapa' ñéghoch awo'xho anenanerr poshaktall atarr awpo'xho átapwener atthekma pea allempoñapa' awoka wankawanman pwmoreppa' awo'xho mechwenajerr achama' ho' nanak koshena somesare'hena awño'ka e'nmena atsnepa' xho' enkoyanman tsachechor ll amátenan pammoreph wo'xho rrophanojm ñañapa' awo' ño't,achamator wepoesha' nanako'ch yomenana o'ch a'shoran shoñker ñapa' xho'ch kowacho'tyenan achamach all xhen achama' allempoñapa' awo'ch awo'chxho awa'moen o'ch a'shoreña anenanoch poshak atarr alloch esha'tenan shoñker awo'ch xhap allpa' awo'chxho e'nyesan tsach ñéth e'ñe allame'tets chopoets achama'cho allothpa' awo'xho a'tap awo'ch xhap enopa' awo'chxho a'koyan tsach atthoch e'ñe épchota allothpa' awo'chxho amátan pamoreph achamach poetakro allempoñapa' awo'chxho wanke' themerrorexho ñéthochña kotha' atthoch motasa tharraña xho'ch anenan pamoreph allo'ch amátenan achamach poetaker añ wepoesha'ñapa' atthekmo'ch pena ñapa' ñéthoch awo'xho anenanerr poshaktall atarr awo'xho átapwenerr atthekma pena allempoñapa' awoka wankawanman pamoreppa' awo'xho mechwenanerr achama' xho' nanak koshena somesare'tena awo'ka e'nmena atsnepa' xho' enkoyanman tsachechor all amátenan pamoreph awo'xho rrophanom ñañapa' awo' o't
achankëllñapa' atthoch morechená echpesme'lletwll mexharenapña kapoe'nosme'lletall nexhaenapña,achankëllñapa' atthoch morrechená echpesme'lletall nexharenapña kapoe'nosme'lletall nexharenapña
achankëllñapa' atthoch morrechená echpesme'lletall nexhareenapña kapoe'nose'lletall nexharenapña,achankëllñapa' atthoch morrechená echpesme'lletall nexharenapña kapoe'nosme'lletall nexharenapña
achankëllñapa' atthoch moreechená echpesme'lletall nexharenapña kapoe'nosme'lletall nexharenapña,achankëllñapa' atthoch morrechená echpesme'lletall nexharenapña kapoe'nosme'lletall nexharenapña
achankëllñapa' atthoch morrecená echppesme'lletall nexharebapña kapoe'nosme'lletall nexharenapña,achankëllñapa' atthoch morrechená echpesme'lletall nexharenapña kapoe'nosme'lletall nexharenapña
achankëllñapa' atthoch morrechená echpesme'lletall nexharenapña kapoe'nosme'lletall nexharenapña,achankëllñapa' atthoch morrechená echpesme'lletall nexharenapña kapoe'nosme'lletall nexharenapña
acyankëllñapa' awo' eñótsn dxho o'páteña ma'yarrneaha' awo'ch rreñeta'pa' ñañapa' awo' chorrana pa'rrem kapo'no xhepa'toch atsrr'matan a'yarrnesha' awo'xho' otet,achankëllñapa' awo' eñótan xho o'páteña ma'yarrnesha' awo'ch rreñeta'pa' ñañapa' awo' chorrana pa'rrem kapoe'no xhepa'toch atsrre'matan ma'yarrnesha' awo'xho' otet
schankëllñapa' awo' eñótan xh o'páteña ma'yzarrnesha' awo'ch rreñeta'pa' ñañapa' aw' chorrana pa'rrem kapoe'no xhepa'toch atsrre'matan ma'yarrnesha' awo'xho' otet,achankëllñapa' awo' eñótan xho o'páteña ma'yarrnesha' awo'ch rreñeta'pa' ñañapa' awo' chorrana pa'rrem kapoe'no xhepa'toch atsrre'matan ma'yarrnesha' awo'xho' otet
achankëllñapa' awo' eñótan ho o'pátña ma'yarrnesha' awo'ch rreñeta'pwa' ñañapa' ao' chorrana pa'rrm kapoe'no xhepa'toch atsrre'matan ma'yarrnesha' awo'xho' oet,achankëllñapa' awo' eñótan xho o'páteña ma'yarrnesha' awo'ch rreñeta'pa' ñañapa' awo' chorrana pa'rrem kapoe'no xhepa'toch atsrre'matan ma'yarrnesha' awo'xho' otet
achankëllñapa' awo' eñótan xho o'páteña ma'yarrnesha' awo'ch rreñeta'pa' ñañapa' awo' corrana pa'rrem kapoe'no xepa'toch atsrre'matan ma'yarrnesha' awo'xhho' otet,achankëllñapa' awo' eñótan xho o'páteña ma'yarrnesha' awo'ch rreñeta'pa' ñañapa' awo' chorrana pa'rrem kapoe'no xhepa'toch atsrre'matan ma'yarrnesha' awo'xho' otet
achankëllñapa' awo' eññótan cxho o'págeña ma'yarrnesha' awwo'ch rreñeta'pa' ñañapa' awo' chorrana pa'rrej kapoe'no xhep'toch atsrre'matan ma'yarrnesha' awo'xho' otet,achankëllñapa' awo' eñótan xho o'páteña ma'yarrnesha' awo'ch rreñeta'pa' ñañapa' awo' chorrana pa'rrem kapoe'no xhepa'toch atsrre'matan ma'yarrnesha' awo'xho' otet
achanëllñapa' awo' entanna'tet époe kapoe'no,achankëllñapa' awo' entanna'tet époet kapoe'no
achankëllñap' awo' entanna'tet époet kapoe'no,achankëllñapa' awo' entanna'tet époet kapoe'no
achankëllñapa' awo' entanna'tet épet kapoe'n,achankëllñapa' awo' entanna'tet époet kapoe'no
achankëllñapa' awo' entanna'tet éppoet apoe'no,achankëllñapa' awo' entanna'tet époet kapoe'no
achankëllñapa' aqwo' entanna'tet époet kapoe'no,achankëllñapa' awo' entanna'tet époet kapoe'no
achankëllpa' añettholla xholkmo'ch morrechena,achankëllpa' añetholla xhokmo'ch morrechena
achankëllpa' aetholla xhokmo'ch morrechensa,achankëllpa' añetholla xhokmo'ch morrechena
achankëllpa' añetholla xhokmo'ch morrechena,achankëllpa' añetholla xhokmo'ch morrechena
achankëllpa' añetyholla xhkmo'ch morrechen,achankëllpa' añetholla xhokmo'ch morrechena
achankëllpa' añetholla xhokmo'ch morredhena,achankëllpa' añetholla xhokmo'ch morrechena
ach añ me'chen chékaremh,ach añ me'chen chékaremh
